"LSOA11CD","christian","buddhist","hindu","jewish","muslim","sikh","other","none","not_stated","total","muslim_decile"
"E01019816",1240,0,0,0,0,0,3,412,95,1750,1
"E01019783",863,0,0,0,0,0,0,317,79,1259,1
"E01019785",902,0,0,2,0,0,6,289,93,1292,1
"E01019826",933,0,0,0,0,2,3,378,101,1417,1
"E01019774",1134,0,3,1,0,6,2,289,132,1567,1
"E01019814",1270,2,0,0,0,6,5,327,110,1720,1
"E01019817",748,0,0,1,0,0,3,383,76,1211,1
"E01032586",1159,0,2,0,0,0,4,383,95,1643,1
"E01019846",891,2,0,1,0,0,0,281,64,1239,1
"E01019833",1232,3,6,1,0,3,2,462,117,1826,1
"E01019834",1065,2,0,1,0,12,14,298,114,1506,1
"E01019853",1111,0,1,0,0,0,3,331,97,1543,1
"E01019844",980,3,0,0,0,4,8,428,125,1548,1
"E01019859",1121,3,2,0,0,7,7,425,109,1674,1
"E01033537",1077,6,0,0,0,3,5,502,92,1685,1
"E01025641",1060,8,4,0,0,1,2,582,109,1766,1
"E01025649",1000,12,19,1,0,4,4,424,109,1573,1
"E01025615",1033,3,39,1,0,6,2,401,117,1602,1
"E01025613",934,4,3,0,0,0,3,379,87,1410,1
"E01025621",719,0,3,0,0,9,5,250,65,1051,1
"E01025661",1187,0,0,0,0,4,5,431,137,1764,1
"E01025662",1009,6,14,1,0,0,1,392,112,1535,1
"E01025663",1004,1,19,5,0,3,7,321,76,1436,1
"E01025664",847,2,1,2,0,9,5,288,72,1226,1
"E01025665",1036,1,2,0,0,0,6,351,104,1500,1
"E01025744",1333,4,8,4,0,5,4,417,138,1913,1
"E01025745",985,3,5,0,0,1,3,335,98,1430,1
"E01025746",1166,4,2,0,0,1,9,523,99,1804,1
"E01025760",908,1,0,1,0,2,6,350,79,1347,1
"E01025754",855,0,30,0,0,2,1,335,47,1270,1
"E01025671",1081,5,23,0,0,4,12,616,106,1847,1
"E01025672",1050,3,13,0,0,5,2,581,117,1771,1
"E01025770",1345,5,12,1,0,5,7,357,131,1863,1
"E01025809",1635,0,16,3,0,0,3,490,161,2308,1
"E01025815",1435,6,14,7,0,1,5,407,155,2030,1
"E01025773",983,3,12,2,0,0,3,415,94,1512,1
"E01025780",903,1,1,2,0,2,2,320,101,1332,1
"E01025808",1821,3,10,6,0,4,6,530,207,2587,1
"E01025804",1290,1,7,7,0,1,3,489,141,1939,1
"E01025871",712,2,3,1,0,10,4,392,81,1205,1
"E01025879",741,2,0,5,0,3,1,429,65,1246,1
"E01025837",1418,4,0,1,0,1,10,440,139,2013,1
"E01025838",1106,1,5,0,0,0,3,249,115,1479,1
"E01025821",1001,0,5,1,0,3,14,592,81,1697,1
"E01025823",951,2,2,0,0,0,5,474,117,1551,1
"E01025855",884,7,6,0,0,0,4,424,85,1410,1
"E01025885",1357,1,0,1,0,0,2,347,123,1831,1
"E01025887",1281,6,0,1,0,1,4,388,122,1803,1
"E01025890",812,6,1,2,0,0,4,349,91,1265,1
"E01025892",1124,2,0,0,0,0,8,404,111,1649,1
"E01025901",1280,3,0,0,0,0,2,326,109,1720,1
"E01025904",1437,0,5,0,0,0,5,454,125,2026,1
"E01025883",1141,1,5,0,0,0,2,308,111,1568,1
"E01025884",1078,4,7,0,0,1,6,516,106,1718,1
"E01025900",914,2,4,0,0,0,7,488,84,1499,1
"E01025905",1051,1,9,0,0,1,6,515,144,1727,1
"E01025893",1425,2,61,0,0,2,10,418,149,2067,1
"E01025910",1186,4,8,2,0,0,5,437,114,1756,1
"E01025912",1096,0,6,0,0,4,4,300,118,1528,1
"E01025927",1004,5,3,0,0,1,6,490,110,1619,1
"E01025944",1005,4,5,0,0,1,4,397,95,1511,1
"E01025965",831,4,0,0,0,1,7,348,79,1270,1
"E01025955",1019,0,5,0,0,2,2,247,94,1369,1
"E01025963",1026,1,2,0,0,8,5,404,92,1538,1
"E01025950",994,4,7,0,0,0,8,536,134,1683,1
"E01025953",700,0,1,0,0,0,12,339,69,1121,1
"E01025954",987,5,3,0,0,0,3,414,104,1516,1
"E01025958",1003,3,0,1,0,0,5,511,99,1622,1
"E01025949",1080,3,4,1,0,4,12,474,96,1674,1
"E01025938",793,4,0,0,0,0,4,376,62,1239,1
"E01025942",1181,7,6,0,0,0,3,487,98,1782,1
"E01025943",1203,1,12,0,0,0,4,536,114,1870,1
"E01026007",843,3,1,1,0,0,1,184,73,1106,1
"E01026009",915,3,1,0,0,0,3,245,102,1269,1
"E01026016",1670,2,4,1,0,4,2,495,134,2312,1
"E01026034",1271,14,0,2,0,0,8,370,121,1786,1
"E01026041",936,0,0,0,0,1,2,278,83,1300,1
"E01026077",774,6,1,0,0,0,5,263,84,1133,1
"E01026073",1344,8,7,1,0,1,11,516,117,2005,1
"E01026103",1521,3,1,3,0,1,7,413,138,2087,1
"E01026104",1607,2,0,0,0,0,18,462,180,2269,1
"E01026109",1541,2,0,0,0,2,13,466,135,2159,1
"E01026117",1261,0,0,3,0,0,13,389,160,1826,1
"E01026070",1349,5,0,0,0,0,5,386,146,1891,1
"E01026105",1488,9,2,3,0,1,15,484,194,2196,1
"E01026047",935,1,0,0,0,0,3,207,53,1199,1
"E01026094",1166,2,1,0,0,0,5,387,107,1668,1
"E01026119",862,1,4,1,0,0,4,198,94,1164,1
"E01026056",874,0,0,1,0,0,7,207,82,1171,1
"E01026110",1021,7,2,0,0,1,7,300,101,1439,1
"E01026111",1165,0,1,6,0,5,4,258,124,1563,1
"E01026140",748,6,1,0,0,0,3,426,76,1260,1
"E01026141",937,2,5,1,0,3,5,432,105,1490,1
"E01026203",1236,1,0,2,0,0,7,391,132,1769,1
"E01026206",1322,1,0,1,0,0,6,449,113,1892,1
"E01032994",861,1,2,0,0,0,6,333,92,1295,1
"E01026185",1293,1,5,1,0,0,8,364,128,1800,1
"E01026237",765,3,4,7,0,0,1,257,70,1107,1
"E01026213",1191,2,0,1,0,1,11,344,143,1693,1
"E01026194",1406,1,2,0,0,0,2,348,128,1887,1
"E01026196",1069,3,0,0,0,1,6,291,144,1514,1
"E01026180",1070,3,0,2,0,1,9,266,113,1464,1
"E01026224",1177,1,0,1,0,0,13,376,153,1721,1
