"LSOA11CD","christian","buddhist","hindu","jewish","muslim","sikh","other","none","not_stated","total","muslim_decile"
"E01006533",1100,3,32,4,15,4,1,165,84,1408,6
"E01013799",1031,8,12,1,18,0,5,517,97,1689,6
"E01027114",942,12,12,1,17,4,7,501,99,1595,6
"E01008244",1351,2,5,3,22,1,11,552,117,2064,6
"E01020437",1231,8,1,0,20,0,12,434,170,1876,6
"E01003851",1060,11,8,17,18,7,8,423,136,1688,6
"E01025281",1198,1,9,4,16,6,2,180,84,1500,6
"E01009693",1007,1,20,1,16,26,0,331,98,1500,6
"E01001642",932,13,3,9,19,0,10,643,152,1781,6
"E01006311",1218,4,11,0,17,0,5,260,78,1593,6
"E01021315",807,1,5,5,16,0,4,559,102,1499,6
"E01015275",958,19,4,9,19,0,19,596,156,1780,6
"E01005506",1148,1,9,2,17,0,1,308,106,1592,6
"E01024188",877,3,8,3,14,21,4,292,89,1311,6
"E01022082",1088,22,8,5,19,0,2,487,148,1779,6
"E01029949",928,5,1,5,15,0,5,317,128,1404,6
"E01005688",1184,6,14,2,17,0,5,295,68,1591,6
"W01000741",814,1,10,0,17,0,4,607,138,1591,6
"E01022494",1311,12,32,10,26,17,10,879,136,2433,6
"E01012253",973,1,5,0,14,2,4,240,71,1310,6
"E01031742",1133,6,5,4,20,1,37,503,162,1871,6
"E01023567",1316,8,41,57,22,4,14,444,152,2058,6
"E01022323",938,3,4,0,19,4,12,654,143,1777,6
"E01023949",1449,10,19,32,21,10,7,262,154,1964,6
"E01012281",899,5,0,0,14,0,5,308,78,1309,6
"E01006963",1109,8,9,0,16,0,3,249,102,1496,6
"E01021273",1024,16,4,3,18,0,11,515,92,1683,6
"E01023563",766,8,37,189,16,1,7,333,139,1496,6
"E01014894",664,3,0,2,14,3,3,528,91,1308,6
"E01030425",1056,6,13,3,17,3,5,371,114,1588,6
"W01001048",767,2,0,1,15,0,4,521,91,1401,6
"E01014154",1075,8,7,0,18,12,9,473,79,1681,6
"E01005706",1028,8,3,2,16,0,2,350,85,1494,6
"E01016530",995,7,9,2,16,1,11,334,119,1494,6
"E01014965",1017,0,12,1,16,10,3,331,104,1494,6
"E01012505",992,6,0,0,15,0,6,281,100,1400,6
"E01031243",1502,5,14,3,21,5,2,292,116,1960,6
"E01033113",550,4,28,5,12,7,5,448,61,1120,6
"E01015508",805,24,12,0,15,6,2,429,107,1400,6
"E01004938",1007,3,14,0,16,1,4,370,78,1493,6
"E01027256",990,11,17,3,16,12,7,319,118,1493,6
"E01023147",885,47,30,0,16,2,9,376,128,1493,6
"E01005559",995,2,1,1,17,0,2,469,99,1586,6
"E01015839",855,9,6,7,18,0,5,659,120,1679,6
"E01018012",871,12,3,7,15,2,7,386,96,1399,6
"E01011454",836,6,9,4,16,10,5,516,90,1492,6
"W01000757",979,8,3,0,16,0,5,383,98,1492,6
"E01011838",1264,4,5,0,21,11,5,529,119,1958,6
"E01015932",976,17,3,0,17,3,4,428,137,1585,6
"E01008759",1070,2,2,0,16,5,3,278,115,1491,6
"E01030429",828,6,3,0,16,1,8,516,113,1491,6
"E01014640",762,4,3,2,16,0,5,602,97,1491,6
"W01001623",933,1,1,1,16,10,3,421,105,1491,6
"E01008784",1181,5,10,7,17,6,1,256,101,1584,6
"E01010497",739,9,34,0,13,139,6,197,74,1211,6
"E01024078",932,14,9,4,18,2,5,578,114,1676,6
"E01005524",1155,4,4,2,16,0,2,243,63,1489,6
"E01032233",2036,7,8,2,32,9,6,711,167,2978,6
"E01006014",817,5,12,0,14,0,6,391,57,1302,6
"E01027299",917,5,0,7,16,1,11,428,103,1488,6
"E01024695",748,1,5,0,14,0,4,429,101,1302,6
"W01000423",1157,5,13,2,24,4,7,814,206,2232,6
"E01023427",943,2,18,2,18,0,7,533,150,1673,6
"E01012874",824,4,2,0,17,0,1,619,113,1580,6
"E01005936",1058,5,74,0,16,1,3,248,82,1487,6
"E01015873",631,9,6,6,14,1,13,532,89,1301,6
"E01024008",1330,13,25,2,22,3,2,539,108,2044,6
"E01031213",1302,1,5,4,20,4,11,380,131,1858,6
"E01023322",1057,2,5,0,19,1,4,522,155,1765,6
"E01012832",756,0,0,1,15,0,0,537,84,1393,6
"E01013155",994,6,0,0,15,0,2,266,110,1393,6
"E01021841",786,11,23,6,15,3,7,438,104,1393,6
"W01000563",826,1,1,0,13,0,4,263,99,1207,6
"E01028007",818,0,0,2,12,0,4,197,81,1114,6
"E01015816",1030,0,3,20,16,0,3,292,121,1485,6
"E01024579",1688,6,38,2,32,3,13,1034,154,2970,6
"E01031811",861,6,9,2,16,4,19,416,152,1485,6
"E01026227",883,5,7,2,15,3,2,381,94,1392,6
"E01030111",886,2,0,0,15,0,2,397,90,1392,6
"E01008242",1131,2,3,1,18,1,4,411,99,1670,6
"E01024888",1282,4,0,0,18,0,3,272,91,1670,6
"E01014841",934,9,4,0,18,0,8,536,161,1670,6
"E01012020",1075,7,3,0,17,0,1,388,86,1577,6
"E01011192",979,2,0,1,17,1,1,467,109,1577,6
"W01001071",816,8,8,3,17,0,14,596,115,1577,6
"E01011341",967,9,1,2,16,3,6,381,99,1484,6
"E01032827",1123,5,14,8,19,8,2,480,103,1762,6
"E01032995",979,4,4,4,15,1,3,289,92,1391,6
"E01023782",796,5,10,7,15,7,9,447,95,1391,6
"E01014560",620,20,13,9,18,16,14,813,146,1669,6
"E01013826",751,7,0,1,21,4,9,957,197,1947,6
"E01007511",931,0,0,2,17,6,6,499,115,1576,6
"E01027321",888,4,62,1,17,4,4,486,110,1576,6
"E01025783",1025,2,50,0,16,19,6,253,112,1483,6
"E01011812",1846,2,11,3,28,14,4,545,142,2595,6
"E01022714",1164,3,4,1,18,16,5,353,104,1668,6
"E01017467",666,3,6,3,14,4,3,504,94,1297,6
"E01016691",737,2,7,4,13,6,5,296,134,1204,6
"E01010903",1099,4,0,4,18,3,0,435,104,1667,6
"E01023459",908,4,17,3,15,4,1,345,92,1389,6
"E01006074",1027,12,12,19,17,5,3,377,102,1574,6
"E01016935",593,24,20,19,17,3,8,754,136,1574,6
"E01013878",574,5,4,0,14,0,5,611,83,1296,6
"E01016076",1524,8,3,2,26,27,11,674,131,2406,6
"E01027192",783,4,7,3,15,0,11,475,90,1388,6
"E01015799",881,0,35,0,15,12,4,358,83,1388,6
"E01030533",910,3,7,1,15,0,9,342,101,1388,6
"E01027415",1078,4,0,1,18,0,4,457,103,1665,6
"E01030204",1161,4,22,0,20,4,3,521,115,1850,6
"E01025268",1153,2,4,0,18,4,4,367,112,1664,6
"E01032274",895,2,3,0,14,0,2,302,76,1294,6
"E01010878",1045,0,0,0,19,0,13,563,116,1756,6
"E01024081",902,0,4,4,17,0,10,488,146,1571,6
"E01006536",1432,13,0,1,20,0,3,262,117,1848,6
"E01030629",754,4,16,0,13,5,9,289,111,1201,6
"E01011172",633,5,4,0,11,3,2,293,65,1016,6
"E01007611",957,4,0,0,14,0,3,223,92,1293,6
"E01022085",904,6,2,4,17,1,10,517,109,1570,6
"E01004173",876,8,54,2,15,4,6,312,108,1385,6
"E01020689",1076,0,0,0,16,0,3,319,63,1477,6
"E01015251",823,3,3,0,13,3,4,271,80,1200,6
"E01018652",1024,10,12,13,17,6,2,383,102,1569,6
"E01007952",967,2,35,0,17,0,3,431,114,1569,6
"E01014495",1041,5,0,0,18,1,7,496,93,1661,6
"W01001131",985,4,9,6,19,0,8,574,148,1753,6
"E01011418",1042,2,8,2,16,1,3,316,86,1476,6
"W01000332",956,9,3,0,17,0,1,472,110,1568,6
"E01022953",1156,10,10,0,22,0,9,683,139,2029,6
"E01015404",1132,3,3,27,18,1,5,341,130,1660,6
"E01030185",1317,13,7,1,23,2,13,593,152,2121,6
"E01014320",917,1,27,2,14,6,1,259,64,1291,6
"E01010308",864,6,4,0,14,3,10,308,82,1291,6
"E01012021",881,8,2,0,15,0,0,363,114,1383,6
"E01002264",886,2,7,4,16,4,3,458,95,1475,6
"E01018568",1119,6,2,0,17,6,0,339,78,1567,6
"E01005501",1069,4,0,5,17,0,5,379,88,1567,6
"E01021629",906,6,9,5,18,0,4,582,129,1659,6
"E01023370",859,9,19,10,18,0,4,602,138,1659,6
"E01027106",888,12,54,0,21,37,19,771,133,1935,6
"E01008859",788,0,0,1,15,6,9,492,71,1382,6
"E01026833",593,3,0,1,15,3,5,655,107,1382,6
"E01010988",771,10,0,0,16,1,4,513,159,1474,6
"E01030684",971,10,8,0,16,1,10,353,105,1474,6
"E01025847",883,0,92,3,18,27,4,508,123,1658,6
"E01013515",1000,11,22,3,20,78,12,546,150,1842,6
"E01012754",784,10,1,3,13,4,2,312,68,1197,6
"E01017595",722,1,8,0,13,2,3,373,75,1197,6
"E01030428",750,2,24,4,13,0,0,312,92,1197,6
"E01012462",844,4,21,2,14,4,2,285,113,1289,6
"E01012594",1051,3,3,0,16,0,3,312,85,1473,6
"E01032342",1052,0,0,0,17,21,6,373,96,1565,6
"E01025763",879,3,163,1,18,44,7,431,111,1657,6
"E01009452",1131,6,10,2,18,6,4,391,89,1657,6
"E01027726",1098,2,6,1,19,0,1,472,150,1749,6
"E01028905",1093,6,8,0,19,0,5,501,117,1749,6
"E01008631",1108,2,1,0,16,5,7,249,84,1472,6
"E01004963",1083,1,0,1,16,0,4,276,91,1472,6
"E01005691",1157,5,0,0,16,0,0,211,83,1472,6
"E01005889",994,5,0,1,16,0,0,359,97,1472,6
"E01006701",1122,0,4,0,15,0,2,145,92,1380,6
"E01027088",730,5,38,0,14,84,6,347,64,1288,6
"E01029623",889,0,0,0,13,4,1,223,66,1196,6
"E01031138",724,2,41,0,13,11,3,335,67,1196,6
"E01024411",797,9,0,5,14,0,4,382,77,1288,6
"E01028631",617,5,8,0,12,0,3,365,94,1104,6
"E01032098",1159,2,0,0,19,0,6,403,159,1748,6
"E01017302",1013,1,0,0,19,3,8,549,154,1747,6
"E01014125",932,3,8,1,17,4,7,459,132,1563,6
"E01002302",1006,7,9,21,17,11,2,401,89,1563,6
"W01001125",843,10,4,0,16,6,4,464,124,1471,6
"E01016701",995,7,42,11,19,21,18,511,122,1746,6
"E01027181",1192,2,15,2,18,1,4,320,100,1654,6
"E01002355",1008,1,9,6,16,9,1,308,112,1470,6
"E01030340",977,11,15,22,16,1,6,328,94,1470,6
"E01013186",884,5,17,2,15,3,3,345,104,1378,6
"E01008025",1311,4,5,1,22,0,2,575,101,2021,6
"E01031804",1074,2,2,7,18,0,1,380,169,1653,6
"E01006703",1238,6,9,1,17,0,0,186,104,1561,6
"E01023562",785,7,93,185,16,1,7,251,124,1469,6
"E01025431",1140,2,16,2,19,0,4,455,106,1744,6
"E01005057",1123,0,12,75,17,1,2,264,66,1560,6
"E01023736",955,5,8,7,17,0,9,449,110,1560,6
"E01023132",936,14,25,0,17,9,7,416,136,1560,6
"E01013043",965,5,10,5,16,0,2,358,107,1468,6
"E01010455",929,3,121,0,20,106,41,465,150,1835,6
"E01033190",686,4,18,5,15,36,2,531,79,1376,6
"E01022862",1025,32,43,3,21,5,12,638,147,1926,6
"E01014500",743,9,4,5,17,0,11,649,121,1559,6
"E01017379",748,1,6,3,13,0,7,327,86,1191,6
"E01027161",816,4,16,4,17,1,4,558,137,1557,6
"E01024959",1250,4,0,2,19,1,4,360,100,1740,6
"E01018274",900,34,71,7,19,5,6,566,132,1740,6
"E01021091",1150,6,1,1,21,3,13,564,164,1923,6
"E01029971",800,4,1,1,16,0,1,532,110,1465,6
"E01005553",1354,6,4,1,20,0,8,327,111,1831,6
"E01008216",1049,3,4,12,17,0,7,361,103,1556,6
"E01029568",970,5,0,0,16,0,7,380,86,1464,6
"E01029585",899,13,0,0,16,0,15,405,116,1464,6
"E01014464",559,10,0,2,14,2,13,567,114,1281,6
"E01015062",838,17,10,2,23,4,22,1046,142,2104,6
"E01021065",726,7,6,9,13,0,5,350,73,1189,6
"E01009449",1086,14,30,2,20,10,7,499,161,1829,6
"E01015454",978,7,2,4,20,0,16,668,134,1829,6
"E01013613",736,7,27,2,18,4,8,713,131,1646,6
"E01030249",786,15,1,1,18,0,17,696,112,1646,6
"E01006623",1239,8,2,2,16,0,0,121,74,1462,6
"E01026818",717,5,0,1,16,5,9,595,114,1462,6
"E01012284",1091,8,0,0,17,0,5,354,78,1553,6
"E01006122",1267,2,4,1,17,3,2,188,69,1553,6
"E01011853",1005,1,4,0,16,1,1,330,103,1461,6
"E01023475",795,2,6,0,16,6,15,500,121,1461,6
"E01013199",599,1,0,0,13,1,5,487,81,1187,6
"E01007699",1135,2,6,0,20,0,4,559,100,1826,6
"E01012970",1033,1,10,2,16,0,2,257,139,1460,6
"E01007917",965,2,8,2,16,3,5,339,120,1460,6
"E01019191",1181,3,0,0,17,0,2,252,96,1551,6
"E01007966",966,2,0,0,17,1,2,461,102,1551,6
"E01015933",1085,1,0,6,17,5,4,334,99,1551,6
"E01014432",746,8,10,0,14,1,6,387,105,1277,6
"W01000212",1530,8,3,1,24,0,5,457,161,2189,6
"E01013559",893,3,12,0,15,22,0,324,99,1368,6
"E01013852",795,2,3,4,17,0,11,593,125,1550,6
"E01021586",966,2,13,1,17,3,14,430,104,1550,6
"E01000443",834,2,5,1,14,0,4,322,94,1276,6
"E01023138",757,14,23,0,15,1,5,442,110,1367,6
"E01018360",1513,1,13,7,23,4,5,423,107,2096,6
"E01007409",868,4,0,1,16,1,2,472,94,1458,6
"E01016719",802,4,64,3,16,1,5,475,88,1458,6
"E01001584",814,13,9,5,17,2,3,539,147,1549,6
"E01023606",873,6,28,3,18,25,8,544,135,1640,6
"E01015385",1019,2,6,1,19,0,10,527,147,1731,6
"E01015646",1297,3,16,2,21,8,7,425,134,1913,6
"E01005987",1164,1,6,1,17,0,4,281,73,1547,6
"E01017205",726,3,3,0,15,9,4,533,72,1365,6
"E01020997",922,12,6,3,18,0,7,564,106,1638,6
"E01012090",962,2,0,1,17,7,0,441,116,1546,6
"E01021819",914,12,3,0,17,0,7,486,107,1546,6
"E01027121",956,4,20,0,16,50,1,304,104,1455,6
"E01003287",951,23,40,8,21,2,2,689,173,1909,6
"E01026028",1303,3,4,0,20,0,6,345,137,1818,6
"E01016970",460,16,15,9,18,5,22,928,163,1636,6
"E01006023",916,2,8,2,17,2,5,487,106,1545,6
"E01010183",971,1,27,2,15,1,5,247,93,1362,6
"E01020937",923,8,1,5,18,0,13,524,142,1634,6
"E01027087",671,4,17,0,13,64,6,328,77,1180,6
"E01004995",1158,5,7,14,17,5,12,260,65,1543,6
"E01014196",878,7,21,1,17,29,6,478,106,1543,6
"E01015857",985,5,5,26,17,4,3,390,108,1543,6
"E01016248",937,10,34,6,17,0,8,442,89,1543,6
"E01017915",912,7,0,0,15,5,1,305,116,1361,6
"W01000639",889,0,0,0,15,0,7,349,101,1361,6
"E01032715",480,8,21,1,11,2,5,362,108,998,6
"E01016258",1052,5,8,0,17,0,3,341,116,1542,6
"E01008495",1176,5,0,1,19,0,1,406,115,1723,6
"E01008850",1219,9,1,0,19,19,1,369,86,1723,6
"E01031807",1089,6,4,5,19,4,6,452,138,1723,6
"E01026288",1042,7,9,0,18,7,5,429,115,1632,6
"W01000290",826,6,0,0,14,0,3,327,93,1269,6
"E01021510",942,1,6,4,16,0,7,371,103,1450,6
"E01033467",925,0,0,0,13,0,0,181,59,1178,6
"E01029472",1057,2,1,0,18,6,4,469,74,1631,6
"E01015996",1064,3,1,2,18,9,0,429,105,1631,6
"E01028462",990,6,11,6,18,3,1,469,127,1631,6
"E01014651",836,4,2,0,18,3,12,620,136,1631,6
"E01007667",877,1,1,0,15,1,3,375,86,1359,6
"E01031279",998,2,2,0,15,6,4,224,108,1359,6
"E01032275",881,5,0,0,15,6,6,358,88,1359,6
"E01015812",837,4,24,0,15,4,2,397,76,1359,6
"E01013117",1070,2,11,5,17,1,3,343,88,1540,6
"E01011590",1011,2,13,5,17,15,3,382,92,1540,6
"E01032507",1011,10,1,2,17,0,3,415,80,1539,6
"E01032975",1017,7,27,7,19,15,19,526,83,1720,6
"E01022726",981,5,7,5,16,0,5,328,101,1448,6
"E01030847",1130,8,9,1,18,4,10,304,144,1628,6
"E01008674",937,0,0,0,14,5,1,243,66,1266,6
"E01007625",1164,4,0,0,17,0,9,239,104,1537,6
"E01019197",1266,4,6,0,22,0,4,544,143,1989,6
"E01010872",893,2,0,0,18,2,7,589,116,1627,6
"E01032303",736,5,2,0,13,1,2,343,73,1175,6
"E01022506",716,1,20,1,14,1,4,403,105,1265,6
"E01012307",1265,7,5,0,21,9,3,430,157,1897,6
"E01005931",1001,4,12,11,16,0,1,303,97,1445,6
"E01008373",1130,13,19,7,26,10,14,1000,129,2348,6
"E01019993",718,0,2,1,13,1,1,343,95,1174,6
"W01000511",570,5,0,2,13,0,10,470,104,1174,6
"W01001752",1015,5,2,0,18,0,10,468,107,1625,6
"E01005539",987,2,2,3,15,0,5,272,68,1354,6
"E01026029",1869,0,3,3,29,3,2,510,198,2617,6
"E01030680",1118,3,10,6,17,4,4,284,88,1534,6
"E01001017",1008,10,31,2,18,1,1,406,147,1624,6
"E01021369",1521,7,34,1,32,4,21,1077,190,2887,6
"E01025141",1020,2,12,0,16,0,14,281,98,1443,6
"E01014192",860,2,14,0,16,22,4,415,110,1443,6
"E01005910",896,3,1,0,17,2,12,464,138,1533,6
"E01015845",853,6,1,7,18,0,4,584,150,1623,6
"E01015027",1126,2,5,0,18,0,9,368,95,1623,6
"E01013285",859,0,3,1,14,11,5,300,69,1262,6
"E01030361",1262,10,7,5,22,3,6,512,156,1983,6
"E01031177",871,11,28,2,16,17,6,372,119,1442,6
"E01013006",953,1,0,4,17,0,4,456,97,1532,6
"E01013419",1063,10,1,1,17,0,2,321,117,1532,6
"E01030093",872,6,0,0,17,0,6,519,112,1532,6
"E01015818",1024,7,11,13,19,0,5,497,136,1712,6
"E01016950",530,30,6,15,19,1,18,931,162,1712,6
"E01014879",1020,7,77,0,19,3,8,450,128,1712,6
"E01032606",1166,6,10,2,22,1,5,644,126,1982,6
"E01004784",1033,1,0,0,14,0,1,141,71,1261,6
"E01002348",1064,5,21,6,17,10,8,308,92,1531,6
"E01008409",801,7,14,1,19,4,5,741,118,1710,6
"E01012513",1333,4,7,2,22,7,2,469,134,1980,6
"E01013530",811,1,3,0,17,7,7,593,91,1530,6
"E01014467",729,12,4,7,18,3,16,690,141,1620,6
"E01015255",854,10,4,3,18,0,31,590,109,1619,6
"E01031646",1002,4,8,1,17,3,1,411,82,1529,6
"E01033296",985,5,8,0,16,16,1,305,103,1439,6
"E01011490",1460,3,9,0,28,5,14,847,152,2518,6
"E01032659",598,6,12,2,13,0,8,452,78,1169,6
"E01025624",984,3,121,0,20,48,11,524,87,1798,6
"E01024491",882,62,78,0,17,0,1,360,128,1528,6
"W01000868",760,6,6,2,15,1,6,455,97,1348,6
"W01001789",826,7,8,1,17,0,6,536,126,1527,6
"E01011938",1084,7,2,1,19,2,15,454,122,1706,6
"E01011150",974,1,6,1,18,2,4,497,113,1616,6
"E01011112",1014,3,0,0,18,0,2,465,114,1616,6
"E01011270",1176,6,0,3,18,15,5,290,103,1616,6
"E01019971",772,21,6,0,18,0,15,651,133,1616,6
"E01021639",1101,14,7,1,22,1,11,705,113,1975,6
"E01019559",802,4,0,1,13,0,3,259,85,1167,6
"E01009618",928,6,69,2,17,66,5,352,81,1526,6
"E01020952",1088,4,4,2,20,0,6,543,128,1795,6
"E01024177",800,6,4,1,16,7,1,510,91,1436,6
"E01029118",1215,2,0,2,20,3,5,434,114,1795,6
"E01024819",896,7,7,2,19,5,13,612,144,1705,6
"E01026038",933,2,2,0,14,0,3,226,76,1256,6
"E01015938",1098,3,0,0,21,3,15,634,110,1884,6
"E01016075",946,2,2,3,16,0,2,368,96,1435,6
"E01024391",803,3,5,0,16,1,1,534,72,1435,6
"E01008040",1033,5,3,1,19,7,2,533,101,1704,6
"E01013883",740,2,6,0,17,2,1,639,117,1524,6
"E01012773",936,0,0,3,19,0,6,598,141,1703,6
"E01008020",909,1,9,1,16,0,0,414,84,1434,6
"E01031257",794,3,9,2,16,7,16,443,144,1434,6
"E01030326",980,18,6,18,18,5,3,430,135,1613,6
"E01015679",1162,5,10,3,20,4,7,448,133,1792,6
"E01014197",742,1,10,1,17,1,9,647,95,1523,6
"E01021322",880,5,3,1,17,0,15,523,79,1523,6
"E01021793",1094,0,6,7,17,2,3,310,84,1523,6
"E01020925",795,7,0,1,17,0,11,551,141,1523,6
"E01023391",1033,5,27,7,19,2,8,452,149,1702,6
"E01013286",1546,3,3,1,26,7,8,547,188,2329,6
"E01024822",1186,9,14,6,21,2,6,488,149,1881,6
"W01001923",678,1,6,1,14,0,4,467,83,1254,6
"E01008192",1014,2,0,5,16,0,3,313,80,1433,6
"E01007794",878,1,4,0,16,4,6,414,110,1433,6
"E01029553",943,1,4,6,16,8,6,357,92,1433,6
"E01019143",919,7,5,1,18,1,7,518,136,1612,6
"E01018236",938,2,5,6,18,0,6,495,142,1612,6
"E01021571",1126,9,3,1,18,1,4,343,107,1612,6
"E01030786",980,44,20,0,20,9,5,598,115,1791,6
"E01008790",1086,4,5,0,17,9,2,303,96,1522,6
"E01006633",1110,9,0,0,16,0,3,190,104,1432,6
"E01028230",766,3,0,0,16,1,9,509,128,1432,6
"E01028565",489,13,10,38,14,5,2,551,131,1253,6
"E01030986",720,4,9,1,12,4,6,220,98,1074,6
"E01026116",1132,2,2,3,19,0,5,414,123,1700,6
"E01010213",1109,8,30,3,19,17,5,400,109,1700,6
"E01021634",1003,8,12,1,17,0,2,372,106,1521,6
"W01001890",933,7,14,1,18,0,9,508,120,1610,6
"E01011616",906,2,3,0,16,5,0,392,107,1431,6
"E01018271",800,10,1,4,16,2,4,431,163,1431,6
"E01018276",897,10,19,6,16,0,1,365,117,1431,6
"E01031430",834,5,1,1,16,0,10,460,104,1431,6
"E01021561",1183,5,7,6,20,9,6,411,141,1788,6
"E01021183",649,0,0,0,15,1,11,566,99,1341,6
"E01025013",1138,5,2,1,18,4,3,338,100,1609,6
"E01025070",824,7,0,1,13,0,2,248,67,1162,6
"E01017881",1277,7,33,3,21,4,5,392,135,1877,6
"E01006325",1188,2,8,0,18,0,4,314,74,1608,6
"E01013162",776,6,14,1,18,2,8,660,123,1608,6
"E01011617",1024,1,4,1,18,7,2,442,109,1608,6
"E01016763",773,4,40,2,15,3,7,409,87,1340,6
"E01016262",949,2,5,0,15,0,2,274,93,1340,6
"E01013161",651,0,1,0,16,0,10,672,79,1429,6
"E01030851",1146,15,14,3,23,5,8,672,167,2053,6
"E01006616",1178,3,0,2,16,0,5,151,73,1428,6
"E01001024",845,8,63,0,16,2,4,351,139,1428,6
"E01023511",849,5,18,5,17,2,5,513,103,1517,6
"E01000752",1107,4,14,4,18,2,2,325,130,1606,6
"E01022705",1121,2,5,5,18,23,4,328,100,1606,6
"W01000637",878,3,0,0,16,0,5,421,104,1427,6
"E01016903",624,24,9,3,22,0,19,1092,169,1962,6
"E01012961",1019,4,7,3,17,5,1,342,118,1516,6
"E01023341",1199,5,13,11,20,0,6,366,163,1783,6
"E01015441",1078,4,2,1,21,5,15,593,153,1872,6
"E01033138",879,7,13,5,17,0,1,485,108,1515,6
"E01008573",886,5,3,2,18,15,11,577,87,1604,6
"E01010561",1048,1,15,0,18,195,3,241,83,1604,6
"E01009425",1186,3,8,8,19,35,5,343,86,1693,6
"E01021743",1057,6,17,74,19,15,8,337,160,1693,6
"E01020941",906,12,17,1,19,3,15,575,145,1693,6
"E01018809",963,20,13,6,22,4,14,747,171,1960,6
"E01006684",1559,5,13,12,24,2,6,398,119,2138,6
"E01024301",872,12,7,0,14,31,7,220,84,1247,6
"E01026812",811,4,38,3,16,5,3,415,130,1425,6
"E01031484",1026,22,11,5,20,0,10,552,135,1781,6
"E01008202",1161,3,2,1,21,8,2,581,90,1869,6
"E01028961",1093,57,7,0,19,0,3,410,102,1691,6
"E01017407",953,3,11,2,18,0,3,524,88,1602,6
"E01022486",1017,8,13,2,23,4,17,856,107,2047,6
"E01022975",1029,2,0,1,17,1,8,366,89,1513,6
"E01007206",1283,5,7,1,21,4,7,427,113,1868,6
"E01030656",1081,6,9,1,18,7,6,371,102,1601,6
"E01029600",1013,4,4,1,16,0,3,288,94,1423,6
"E01021310",780,1,16,4,15,1,8,410,99,1334,6
"E01029521",1250,8,1,1,19,20,4,298,88,1689,6
"E01023099",926,26,23,0,19,8,7,499,181,1689,6
"E01022313",1139,6,6,1,19,4,2,407,105,1689,6
"E01021638",592,7,6,2,14,1,13,515,94,1244,6
"E01015668",1048,4,12,2,20,14,7,547,123,1777,6
"E01014521",765,1,1,0,15,0,8,445,97,1332,6
"E01015815",1017,9,3,15,18,6,6,395,129,1598,6
"E01021060",902,1,8,4,18,0,15,503,147,1598,6
"E01028699",1015,5,2,2,18,4,0,435,117,1598,6
"E01022074",875,13,7,1,17,0,14,486,96,1509,6
"E01009159",1102,6,13,1,20,14,3,484,132,1775,6
"E01010581",1055,2,5,3,19,1,9,506,86,1686,6
"E01021628",952,3,13,6,19,0,1,579,113,1686,6
"E01016431",975,20,13,4,18,1,4,442,120,1597,6
"E01024141",946,11,24,2,18,8,3,503,82,1597,6
"E01020527",826,5,11,0,17,0,14,482,153,1508,6
"E01030328",1073,0,11,7,19,1,6,427,141,1685,6
"E01017068",886,7,9,1,20,5,18,700,127,1773,6
"E01024351",943,12,58,1,17,2,6,359,109,1507,6
"E01015210",948,3,1,1,17,0,7,422,108,1507,6
"E01007282",917,4,0,2,16,2,9,389,79,1418,6
"E01023374",884,6,10,10,16,0,5,381,106,1418,6
"E01023097",899,16,17,0,16,5,6,343,116,1418,6
"E01013536",730,0,2,1,18,3,5,722,114,1595,6
"E01031864",869,5,2,3,15,1,1,339,94,1329,6
"E01014157",919,3,35,0,17,65,12,357,98,1506,6
"E01020921",886,1,0,2,17,1,7,450,142,1506,6
"E01032643",949,15,18,0,19,3,12,524,143,1683,6
"E01010874",721,1,0,0,14,0,2,437,65,1240,6
"E01017585",941,5,37,3,16,9,3,306,97,1417,6
"E01005679",1042,6,0,15,18,0,3,409,101,1594,6
"E01009804",978,1,12,0,15,51,0,200,71,1328,6
"E01005711",1132,1,26,0,17,0,1,240,88,1505,6
"E01010863",1011,3,3,0,17,4,7,368,92,1505,6
"E01015686",1061,4,7,4,17,3,3,322,84,1505,6
"E01009740",969,6,0,2,19,5,7,563,111,1682,6
"E01005701",1263,2,6,3,18,0,7,220,74,1593,6
"E01027082",758,4,15,2,18,17,11,669,99,1593,6
"E01002458",922,4,101,19,16,42,4,197,111,1416,6
"E01024729",1123,6,14,0,20,1,5,490,111,1770,6
"E01031917",737,6,6,0,16,4,9,531,107,1416,6
"E01028704",1080,13,9,2,21,0,6,594,133,1858,6
"E01023109",972,25,27,1,17,0,7,353,102,1504,6
"W01000817",831,6,4,2,20,0,4,754,148,1769,6
"E01000810",985,13,14,0,17,9,2,322,141,1503,6
"E01002346",984,5,16,1,17,31,4,355,90,1503,6
"E01031273",736,0,5,0,15,20,6,461,83,1326,6
"E01005759",1072,0,2,5,19,0,10,453,118,1679,6
"E01015917",838,9,18,8,19,4,19,636,128,1679,6
"E01017086",836,6,0,0,15,0,2,368,98,1325,6
"E01017940",864,20,16,2,17,4,3,459,116,1501,6
"E01026668",1014,9,0,2,18,2,1,433,110,1589,6
"W01000636",966,1,12,1,22,4,7,784,145,1942,6
"E01016156",971,8,4,0,19,6,8,561,100,1677,6
"E01009161",915,5,1,3,16,0,6,366,100,1412,6
"E01022963",919,3,7,0,16,1,6,346,114,1412,6
"E01025461",1464,3,11,2,22,10,6,311,112,1941,6
"E01023660",1204,9,10,7,25,3,15,749,183,2205,6
"E01023219",941,2,4,0,16,0,9,340,99,1411,6
"E01028908",900,7,2,0,17,1,16,452,104,1499,6
